184,"ALICATE DE PRESION 8""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,29
185,"ALICATE PELACABLE DE 6""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,45
186,"ALICATE UNIVERSAL 7""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,14.5
187,"ALICATE UNIVERSAL 7""",I,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,33
188,"ALICATE UNIVERSAL 8""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,39.5
189,"ALICATE UNIVERSAL 8""",I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
190,ALIMENTO ENRIQUECIDO LACTEO INSTANTANEO,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,7.8
191,AMBIENTADOR EN SPRAY X 400 mL APROX.,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,8
192,AMBIENTADOR EN SPRAY X 400 mL APROX.,I,2.3.1.99.1.99,OTROS BIENES,UNIDAD,9
193,AMBIENTADOR EN SPRAY X 400 mL APROX.,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,10
194,AMBIENTADOR EN SPRAY X 400 mL APROX.,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,6.8
195,AMBIENTADOR LIQUIDO ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",GALON,15.23
196,AMBIENTADOR LIQUIDO ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,14.5
197,AMBIENTADOR LIQUIDO ,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,12.5
198,AMBIENTADOR x 270mL ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",FRASCO,15
199,AMPLIFICADOR DE 12v,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,460
200,ANCHOVETA ENTERA EN AGUA Y SAL x 170gr ,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,UNIDAD,3.9
201,ANCHOVETA ENTERA EN AGUA Y SAL x 170 gr - CALIDAD A,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,UNIDAD,3.25
202,ANCHOVETA ENTERA EN AGUA Y SAL x 425g,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,UNIDAD,5.5
203,ANCHOVETA ENTERA EN AGUA Y SAL x 425 gr - CALIDAD A,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,UNIDAD,4.18
204,ANTENA MOVIL HF,I,2.6.8.1.4.2,GASTO POR LA COMPRA DE BIENES,UNIDAD,1190
205,ANTEOJOS DE SEGURIDAD DE POLICARBONATO PARA PROTECCION DE LENTES DE MEDIDA (SOBRE LENTE),F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,18.5
206,ANTEOJOS DE SEGURIDAD DE POLICARBONATO PARA PROTECCION DE LENTES DE MEDIDA (SOBRE LENTE),I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,12
207,ANTEOJOS GAFAS PROTECTORAS DE POLIPROPILENO ESTANDAR,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,12
208,APLICADOR PARA TUBO DE SILICONA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
209,APOSITO DE GASA 10 cm X 10 cm,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.25
210,APOSITO OCULAR ADHESIVO (PARCHE) ADULTO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,3.9
211,"ARANDELA DE ACERO PLANA DE 1/4""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,0.1
212,"ARANDELA DE ACERO PLANA DE 1/4""",F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,0.1
213,"ARANDELA DE ZINC PLANA DE 5/16""",F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,0.15
214,ARBOL DE TALLO ALTO H=1.50 m CUCARDA,F,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",UNIDAD,38
215,ARBOL DE TALLO ALTO H=2.00 m MEIJO,F,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",UNIDAD,40
216,ARBOL DE TARA CAESALPINIA- SPINOSA,F,2.3.1.5.2.1,"AGROPECUARIO, GANADERO Y DE JARDINERIA",UNIDAD,39
217,ARCHIVADOR ACORDEON DE PLASTICO DE 12 DIVISIONES TAMAÑO CARTA,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,20
218,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.47
219,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.25
220,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
221,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
222,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
223,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,5
224,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO A4,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,5.5
225,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,4.6
226,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
227,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
228,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.25
229,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.33
230,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
231,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
232,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.22
233,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,5.5
234,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,6
235,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
236,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
237,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.33
238,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4.9
239,ARCHIVADOR DE CARTON CON PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
240,ARCHIVADOR DE CARTON CON PALANCA LOMO ANGOSTO TAMAÑO A4,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.25
241,ARCHIVADOR DE CARTON CON PALANCA LOMO ANGOSTO TAMAÑO A4,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
242,ARCHIVADOR DE CARTON CON PALANCA LOMO ANGOSTO TAMAÑO MEDIO OFICIO,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
243,ARCHIVADOR DE CARTON CON PALANCA LOMO ANGOSTO TAMAÑO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.25
244,ARCHIVADOR DE CARTON CON PALANCA LOMO ANGOSTO TAMAÑO OFICIO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
245,ARCHIVADOR DE CARTON CON PALANCA LOMO ANGOSTO TAMAÑO OFICIO,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,5.5
246,ARCHIVADOR DE CARTON TIPO REVISTERO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,15
247,ARCHIVADOR DE CARTON TIPO REVISTERO,I,2.6.8.1.2.1,ESTUDIO DE PREINVERSION,UNIDAD,18
248,ARCHIVADOR DE PLASTICO DE PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.5
249,ARCHIVADOR DE PLASTICO DE PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
250,ARCHIVADOR DE PLASTICO DE PALANCA LOMO ANCHO TAMAÑO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.33
251,ARCHIVADOR DE PLASTICO DE PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
252,ARCHIVADOR PLASTIFICADO DE PALANCA LOMO ANCHO  TAMAÑO MEDIO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,42.77
253,ARCHIVADOR PLASTIFICADO DE PALANCA LOMO ANCHO TAMAÑO MEDIO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5
254,ARCHIVADOR PLASTIFICADO DE PALANCA LOMO  ANCHO TAMAÑO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",DOCENA,57.32
255,ARCHIVADOR PLASTIFICADO DE PALANCA LOMO ANCHO TAMAÑO OFICIO,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,5.2
256,ARCHIVADOR PLASTIFICADO DE PALANCA LOMO ANCHO TAMAÑO OFICIO,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
257,"ARCO DE SIERRA DE 12""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,15
258,"ARCO DE SIERRA REGULABLE DE 10"" A 12""",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,19.5
259,"ARCO DE SIERRA REGULABLE DE 10"" A 12""",I,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,15
260,ARCO TRIANGULAR PARA PODADAR,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,40
261,ARENA  FINA,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,M3,75
262,ARENA  FINA,F,2.3.1.5.99.99,OTROS,M3,50
263,ARENA  FINA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,75
264,ARENA  GRUESA,F,2.3.1.5.99.99,OTROS,M3,41.67
265,ARENA  GRUESA,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,39.5
266,ARENA  GRUESA,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,39
267,ARENA  GRUESA,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,37.95
268,ARENA GRUESA PUESTA EN OBRA  RA 880-14,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,M3,40.3
269,ARENA GRUESA PUESTA EN OBRA  RA 880-14,F,2.3.1.99.1.99,OTROS BIENES,M3,40.3
270,ARENA GRUESA PUESTA EN OBRA  RA 880-14,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,40.3
271,ARENA GRUESA PUESTA EN OBRA  RA 880-14,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,40.3
272,ARENA GRUESA PUESTA EN OBRA  RA 880-14,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,M3,40.3
273,"ARMELLA DE FIERRO 1 1/4""",I,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,1
274,"ARMELLA DE FIERRO 1 1/4""",I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5.5
275,"ARMELLA DE FIERRO GALVANIZADO DE 3/4""",I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.7
276,ARNES DE SEGURIDAD,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,220
277,ARNES DE SEGURIDAD,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,360
278,ARROZ PILADO CORRIENTE,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,2.87
279,ARROZ PILADO SUPERIOR,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,2.95
280,ARROZ PILADO SUPERIOR,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KILOGRAMO,3
281,ARROZ x 750g,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,BOLSA,2.95
282,ARVEJA PARTIDA CALIDAD 1 EXTRA,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,5.31
283,ARVEJA PARTIDA CALIDAD 1 EXTRA,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KILOGRAMO,5.6
284,ASFALTO LIQUIDO RC 250,F,2.3.1.5.99.99,OTROS,GALON,16.9
285,ASFALTO LIQUIDO RC 250,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,GALON,9.75
286,"ASPERSOR DE BRONCE  DE 3/4"" TIPO 1 DE 360º",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,64
287,"ASPERSOR DE BRONCE DE 3/4"" TIPO 2 DE 360º",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,57.5
288,"ASPERSOR DE PLASTICO DE 1/2"" PARA SISTEMA DE RIEGO POR ASPERSOR ",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,16
289,ATOMIZADOR DE PLASTICO x 100 mL  ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,4
290,ATOMIZADOR DE PLASTICO x 100 mL  ,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,4
291,ATOMIZADOR DE PLASTICO x 100 mL  ,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4
292,ATOMIZADOR DE PLASTICO x 100 mL  ,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4.5
293,ATOMIZADOR DE PLASTICO x 100 mL  ,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,4.67
294,ATOMIZADOR DE PLASTICO x 120 mL ,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,3
295,ATOMIZADOR DE PLASTICO x 1 Lt  ,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,7.25
296,ATOMIZADOR DE PLASTICO x 1 Lt  ,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,13
297,ATOMIZADOR DE PLASTICO x 1 Lt  ,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
298,ATOMIZADOR DE PLASTICO x 1 Lt  ,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
299,ATOMIZADOR DE PLASTICO x 1 Lt  ,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,12
300,ATOMIZADOR DE PLASTICO x 2 L APROX. ,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,35
301,ATOMIZADOR DE PLASTICO x 500mL,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,6.25
302,ATOMIZADOR DE PLASTICO x 500mL,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",UNIDAD,7
303,ATOMIZADOR DE PLASTICO x 500mL,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,7.3
304,ATOMIZADOR DE PLASTICO x 500mL,I,2.6.8.1.3.1,ELABORACION DE EXPEDIENTES TECNICOS,UNIDAD,13
305,ATRIL DE ACRILICO PARA EXPOSITOR,F,2.3.1.99.1.99,OTROS BIENES,UNIDAD,300
306,"AUDIFONO TIPO VINCHA, CON MICROFONO INCORPORADO + ADPATADO USB",F,2.3.1.6.1.2,DE COMUNICACIONES Y TELECOMUNICACIONES,UNIDAD,100
307,AVENA PRECOCIDA CON VITAMINAS x 600g ,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,BOLSA,5.45
308,AZUCAR RUBIA,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KILOGRAMO,2.9
309,AZUCAR RUBIA DOMESTICA,F,2.2.2.3.1.1,ALIMENTOS PARA PROGRAMAS SOCIALES,KILOGRAMO,2.99
310,AZUCAR RUBIA DOMESTICA,F,2.3.1.1.1.1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,KILOGRAMO,3
311,"BADILEJO 10""",I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,9.5
312,"BADILEJO 6"" ",F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,8.5
313,BAJALENGUA DE MADERA ADULTO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,5
314,BAJALENGUA DE MADERA ADULTO X 100,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,0.16
315,BALANZA DE PIE CON TALLIMETRO,I,2.6.2.3.5.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1350
316,BALANZA DE PIE CON TALLIMETRO,I,2.6.2.3.6.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,1100
317,BALANZA DE PIE CON TALLIMETRO,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,700
318,BALANZA DE PIE CON TALLIMETRO MECANICA PARA ADULTO ,F,2.6.3.2.9.99,"MAQUINARIAS, EQUIPOS Y MOBILIARIOS DE OTRAS INSTALACIONES",UNIDAD,550
319,BALANZA DE PIE DIGITAL DE 150 kg ,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,128
320,BALANZA DE PIE DIGITAL DE 150 kg ,F,2.3.1.8.2.1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",UNIDAD,120
321,BALANZA DE PIE DIGITAL DE 150 kg ,I,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,129
322,BALANZA DE PIE DIGITAL DE 150 kg ,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,280
323,BALANZA DE PRECISION DIGITAL DE 30 kg PRECISION 1 g,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,280
324,BALANZA DIGITAL 225 KG CON TALLIMETRO ,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,EQUIPO,845
325,BALANZA ROMANA x 50KG,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
326,BALDE DE PLASTICO CON CAÑO Y TAPA x 20 LT,F,2.3.1.8.1.99,OTROS PRODUCTOS SIMILARES,UNIDAD,45
327,BALDE DE PLASTICO CON TAPA X 20 L,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,9.5
328,BALDE DE PLASTICO X 10 L,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,12
329,BALDE DE PLASTICO X 13 L,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,15
330,BALDE DE PLASTICO X 13 L,I,2.6.7.1.4.2,GASTOS POR LA COMPRA DE BIENES,UNIDAD,16.5
331,BALDE DE PLASTICO X 15 L CON ESCURRIDOR DE TRAPEADOR,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,25.5
332,BALDE DE PLASTICO X 15 L CON ESCURRIDOR DE TRAPEADOR,I,2.6.2.2.1.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,30
333,BALDE DE PLASTICO X 20 L,F,2.3.1.99.1.1,HERRAMIENTAS,UNIDAD,9.5
334,BALDE DE PLASTICO X 20 L,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,11
335,BALDE DE PLASTICO X 5 gal,I,2.6.2.3.2.5,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,15
336,BANDEJA DE ACERO INOXIDABLE PARA DESINFECCION DE CALZADO 45cm x 38cm x 1.8cm- CALIDAD 304,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,275
337,BANDEJA DE ACERO INOXIDABLE PARA DESINFECCION DE CALZADO 45cm x 38cm x 1.8cm- CALIDAD 304,F,2.3.1.6.1.4,DE SEGURIDAD,UNIDAD,150
338,BANDEJA DE ACERO INOXIDABLE PARA DESINFECCION DE CALZADO 55cm x 45cm x 1.8cm - CALIDAD 304,F,2.3.1.11.1.5,OTROS MATERIALES DE MANTENIMIENTO,UNIDAD,35
339,BANDEJA DE ACERO INOXIDABLE PARA DESINFECCION DE CALZADO 55cm x 45cm x 1.8cm - CALIDAD 304,F,2.3.1.5.3.1,"ASEO, LIMPIEZA Y TOCADOR",UNIDAD,330
340,BANDEJA DE ACRILICO PARA ESCRITORIO DE 2 PISOS,I,2.6.2.3.4.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,34
341,BANDEJA DE ACRILICO PARA ESCRITORIO DE 3 PISOS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,35
342,BANDEJA DE ACRILICO PARA ESCRITORIO DE 3 PISOS,I,2.6.2.3.99.4,COSTO DE CONSTRUCCION POR ADMINISTRACION DIRECTA - BIENES,UNIDAD,35
343,BANDEJA DE METAL PARA ESCRITORIO DE 3 PISOS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,30.75
344,BANDEJA PORTAPAPEL DE ACRILICO DE 2 PISOS,F,2.3.1.5.1.2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",UNIDAD,46.5
345,BANDERA CON ESCUDO,F,2.3.1.99.1.4,"SIMBOLOS, DISTINTIVOS Y CONDECORACIONES",UNIDAD,515
346,BANDERA NACIONAL CON ESCUDO,F,2.3.1.99.1.4,"SIMBOLOS, DISTINTIVOS Y CONDECORACIONES",UNIDAD,515
